109;2794.00;9.50;1466.00;big
109;2810.00;9.50;1388.00;big
110;2768.00;9.50;1525.00;big
110;2799.00;9.50;1582.00;big
111;2655.00;9.50;1539.00;big
111;2530.00;9.50;1499.00;big
112;2648.00;9.90;1309.00;big
112;2670.00;9.50;1386.00;big
113;2408.00;9.50;1065.00;big
113;2460.00;9.50;1117.00;big
114;2777.00;13.65;1407.00;big
114;2763.00;11.60;1447.00;big
115;2746.00;10.23;1260.00;big
115;2778.00;13.13;1152.00;big
116;2645.00;9.82;1185.00;big
116;2710.00;10.93;1112.00;big
117;2716.00;10.28;783.00;big
117;2705.00;10.48;896.00;big
118;2835.00;10.90;855.00;big
118;2809.00;11.85;962.00;big
119;2940.00;10.45;705.00;big
119;2870.00;10.55;765.00;big
120;3099.00;11.10;743.00;big
120;3258.00;11.00;791.00;big
121;3051.00;10.15;662.00;big
121;3150.00;11.75;644.00;big
122;3335.00;11.20;623.00;big
122;3258.00;11.18;674.00;big
123;3232.00;10.20;207.00;big
123;3301.00;11.88;179.00;big
124;2980.00;10.55;590.00;big
124;3053.00;10.95;516.00;big
125;3154.00;11.18;506.00;big
125;3305.00;10.48;463.00;big
126;2620.00;13.68;18.00;big
126;3058.00;9.50;30.00;big
127;2240.00;11.00;1985.00;big
127;2888.00;11.50;1991.00;big
128;3607.00;14.07;421.00;big
128;3507.00;10.30;384.00;big
129;3820.00;10.05;490.00;big
129;4061.00;10.20;618.00;big
130;3699.00;9.80;663.00;big
130;3627.00;10.28;529.00;big
131;3577.00;10.03;732.00;big
131;3514.00;13.95;590.00;big
132;3650.00;10.13;856.00;big
132;3778.00;10.15;854.00;big
133;3420.00;10.05;876.00;big
133;3587.00;10.75;925.00;big
134;3315.00;12.05;1096.00;big
134;3345.00;9.75;968.00;big
135;3488.00;11.78;1005.00;big
135;3455.00;10.00;1135.00;big
136;3714.00;10.05;987.00;big
136;3823.00;10.20;989.00;big
137;3207.00;10.93;949.00;big
137;3038.00;11.07;838.00;big
138;2919.00;10.63;917.00;big
138;2951.00;10.57;1024.00;big
139;3181.00;10.13;1111.00;big
139;3055.00;10.30;1110.00;big
140;3280.00;10.38;1243.00;big
140;2819.00;10.03;747.00;big
141;2861.00;11.45;1311.00;big
141;2938.00;10.53;1311.00;big
142;2895.00;10.53;1136.00;big
142;2910.00;10.60;1217.00;big
143;3001.00;10.38;1218.00;big
143;3109.00;9.88;1263.00;big
144;3013.00;9.90;1383.00;big
144;3016.00;10.73;1456.00;big
145;2877.00;10.88;1467.00;big
145;2911.00;12.50;1396.00;big
146;3491.00;10.93;1369.00;big
146;3378.00;10.60;1373.00;big
147;3736.00;9.50;1374.00;big
147;3605.00;10.40;1344.00;big
148;3841.00;11.10;1103.00;big
148;3949.00;11.00;1166.00;big
149;4005.00;10.40;1262.00;big
149;3876.00;10.00;1384.00;big
150;2140.00;14.32;986.00;big
150;2218.00;10.07;918.00;big
151;2459.00;11.20;762.00;big
151;2343.00;10.63;778.00;big
152;2329.00;11.32;953.00;big
152;2317.00;10.20;884.00;big
153;2471.00;12.68;891.00;big
153;2400.00;11.90;893.00;big
154;2177.00;13.95;824.00;big
154;2239.00;10.70;858.00;big
155;2138.00;14.23;764.00;big
155;2210.00;11.20;733.00;big
156;2261.00;11.30;677.00;big
156;2349.00;11.45;643.00;big
157;2505.00;12.75;533.00;big
157;2457.00;10.68;608.00;big
158;2579.00;11.45;627.00;big
158;2582.00;10.78;764.00;big
159;2492.00;10.57;430.00;big
159;2456.00;10.07;402.00;big
160;2374.00;12.70;440.00;big
160;2336.00;11.05;356.00;big
162;2231.00;10.48;329.00;big
162;2151.00;12.57;270.00;big
163;2194.00;11.85;458.00;big
163;2284.00;11.38;458.00;big
164;2313.00;11.93;576.00;big
164;2241.00;10.50;538.00;big
165;2206.00;10.50;599.00;big
165;2157.00;11.78;683.00;big
166;1881.00;12.18;612.00;big
166;1947.00;10.48;546.00;big
167;1778.00;9.63;1394.00;big
167;1792.00;11.48;1426.00;big
168;1868.00;12.90;179.00;big
168;1770.00;9.80;316.00;big
